trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1103,False,"{'a': 0.5, 'e': 0.3316908667949309}",20,14,0.6901734191061133,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
1104,False,"{'a': 0.5, 'e': 0.331359175928136}",25,17,-6.587036517276382,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
1105,False,"{'a': 0.5, 'e': 0.3310278167522079}",20,6,-11.629616761538616,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
1106,False,"{'a': 0.5, 'e': 0.3306967889354557}",20,15,9.18557484455661,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1107,False,"{'a': 0.5, 'e': 0.3303660921465202}",30,13,17.435418204580827,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1108,False,"{'a': 0.5, 'e': 0.3300357260543737}",20,0,-62.540608264807325,"{0: 16, 1: 1, 2: 0, 3: 2, 4: 1}",0
1109,False,"{'a': 0.5, 'e': 0.3297056903283193}",20,2,8.048395180817,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
1110,False,"{'a': 0.5, 'e': 0.329375984637991}",25,16,8.580562265328423,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
1111,False,"{'a': 0.5, 'e': 0.329046608653353}",20,2,9.946834482625103,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
1112,False,"{'a': 0.5, 'e': 0.32871756204469965}",20,6,10.009448102419064,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
1113,False,"{'a': 0.5, 'e': 0.32838884448265493}",25,11,-39.48923791192719,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
1114,False,"{'a': 0.5, 'e': 0.3280604556381723}",30,13,31.197051674587318,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1115,False,"{'a': 0.5, 'e': 0.3277323951825341}",20,6,-15.09054374945821,"{0: 10, 1: 2, 2: 2, 3: 0, 4: 0}",1
1116,False,"{'a': 0.5, 'e': 0.3274046627873516}",20,14,3.3132809352687174,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
1117,False,"{'a': 0.5, 'e': 0.32707725812456423}",25,11,26.71194011471298,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1118,False,"{'a': 0.5, 'e': 0.3267501808664397}",30,23,11.890794818166492,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1119,False,"{'a': 0.5, 'e': 0.3264234306855732}",20,8,-17.702230208976076,"{0: 9, 1: 1, 2: 1, 3: 1, 4: 0}",1
1120,False,"{'a': 0.5, 'e': 0.32609700725488766}",30,10,-8.475081438444656,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",1
1121,False,"{'a': 0.5, 'e': 0.3257709102476328}",25,7,-17.70420992160274,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
1122,False,"{'a': 0.5, 'e': 0.3254451393373851}",25,0,-17.9818771740389,"{0: 22, 1: 2, 2: 0, 3: 0, 4: 1}",0
1123,False,"{'a': 0.5, 'e': 0.32511969419804776}",20,6,1.5270086612783833,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
1124,False,"{'a': 0.5, 'e': 0.3247945745038497}",20,14,11.698311970297185,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1125,False,"{'a': 0.5, 'e': 0.32446977992934584}",25,11,-52.74909469412292,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 1}",1
1126,False,"{'a': 0.5, 'e': 0.3241453101494165}",25,8,-16.95100448686605,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
1127,False,"{'a': 0.5, 'e': 0.3238211648392671}",30,0,-94.96763028304379,"{0: 23, 1: 1, 2: 4, 3: 0, 4: 2}",0
1128,False,"{'a': 0.5, 'e': 0.32349734367442784}",20,6,-39.851951441130204,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
1129,False,"{'a': 0.5, 'e': 0.3231738463307534}",25,17,1.85862962747075,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1130,False,"{'a': 0.5, 'e': 0.3228506724844226}",25,0,19.46045601192812,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
1131,False,"{'a': 0.5, 'e': 0.32252782181193823}",25,0,-10.219385688387256,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
1132,False,"{'a': 0.5, 'e': 0.32220529399012626}",20,0,-20.620520649919634,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
1133,False,"{'a': 0.5, 'e': 0.32188308869613613}",30,17,4.353635007383846,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
1134,False,"{'a': 0.5, 'e': 0.32156120560744}",20,3,28.154250074383718,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1135,False,"{'a': 0.5, 'e': 0.32123964440183256}",25,13,15.156991537975571,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1136,False,"{'a': 0.5, 'e': 0.3209184047574307}",25,13,13.31556248943028,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1137,False,"{'a': 0.5, 'e': 0.3205974863526733}",30,17,-40.22646664229555,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 1}",1
1138,False,"{'a': 0.5, 'e': 0.3202768888663206}",20,0,-38.0997936713803,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
1139,False,"{'a': 0.5, 'e': 0.31995661197745434}",20,0,-27.31025526595471,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
1140,False,"{'a': 0.5, 'e': 0.31963665536547686}",20,10,-4.723035330088359,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
1141,False,"{'a': 0.5, 'e': 0.31931701871011137}",30,3,2.427675642305153,"{0: 24, 1: 0, 2: 3, 3: 0, 4: 0}",1
1142,False,"{'a': 0.5, 'e': 0.3189977016914013}",30,16,26.186338507129918,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1143,False,"{'a': 0.5, 'e': 0.3186787039897099}",30,16,26.54543443014621,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1144,False,"{'a': 0.5, 'e': 0.31836002528572016}",25,18,7.64724367305697,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
1145,False,"{'a': 0.5, 'e': 0.3180416652604344}",20,2,-39.55007372712142,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
1146,False,"{'a': 0.5, 'e': 0.31772362359517403}",25,10,6.142737129004479,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
1147,False,"{'a': 0.5, 'e': 0.31740589997157886}",20,14,10.88308806732311,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1148,False,"{'a': 0.5, 'e': 0.3170884940716073}",20,16,6.719070557116589,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1149,False,"{'a': 0.5, 'e': 0.31677140557753564}",20,11,-17.119983308543944,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 0}",1
1150,False,"{'a': 0.5, 'e': 0.3164546341719581}",25,10,14.958502091433301,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1151,False,"{'a': 0.5, 'e': 0.31613817953778617}",30,20,6.373590968416556,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1152,False,"{'a': 0.5, 'e': 0.3158220413582484}",25,19,11.490925719651388,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1153,False,"{'a': 0.5, 'e': 0.3155062193168901}",25,17,16.738249932778025,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1154,False,"{'a': 0.5, 'e': 0.31519071309757324}",25,0,28.433389522903383,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
1155,False,"{'a': 0.5, 'e': 0.31487552238447564}",30,9,15.742544120712026,"{0: 18, 1: 2, 2: 1, 3: 0, 4: 0}",1
1156,False,"{'a': 0.5, 'e': 0.3145606468620912}",20,7,13.704023558442202,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
1157,False,"{'a': 0.5, 'e': 0.3142460862152291}",20,0,-40.066586015358105,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",0
1158,False,"{'a': 0.5, 'e': 0.3139318401290139}",20,3,-21.105988981201374,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 0}",1
1159,False,"{'a': 0.5, 'e': 0.31361790828888486}",30,14,-29.758085876623895,"{0: 12, 1: 0, 2: 3, 3: 1, 4: 0}",1
1160,False,"{'a': 0.5, 'e': 0.31330429038059593}",20,14,12.476422310787544,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1161,False,"{'a': 0.5, 'e': 0.31299098609021536}",25,8,11.887938816554717,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
1162,False,"{'a': 0.5, 'e': 0.31267799510412514}",25,8,-41.31376873759725,"{0: 14, 1: 1, 2: 0, 3: 1, 4: 1}",1
1163,False,"{'a': 0.5, 'e': 0.31236531710902105}",20,7,-33.6825613657416,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 1}",1
1164,False,"{'a': 0.5, 'e': 0.312052951791912}",25,7,1.6535198137210134,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 0}",1
1165,False,"{'a': 0.5, 'e': 0.3117408988401201}",30,16,16.47928222975874,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1166,False,"{'a': 0.5, 'e': 0.31142915794127995}",20,8,-5.034223402679364,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
1167,False,"{'a': 0.5, 'e': 0.3111177287833387}",20,9,18.84924642597305,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1168,False,"{'a': 0.5, 'e': 0.31080661105455537}",25,0,29.58442576121132,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
1169,False,"{'a': 0.5, 'e': 0.3104958044435008}",20,10,-42.68050487250146,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 1}",1
1170,False,"{'a': 0.5, 'e': 0.3101853086390573}",25,9,9.774843256971128,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
1171,False,"{'a': 0.5, 'e': 0.3098751233304182}",25,16,2.059643015398885,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1172,False,"{'a': 0.5, 'e': 0.3095652482070878}",20,0,-21.30282079078404,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
1173,False,"{'a': 0.5, 'e': 0.30925568295888073}",20,12,-10.959557846819871,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
1174,False,"{'a': 0.5, 'e': 0.30894642727592186}",25,5,-0.18947351571309068,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",1
1175,False,"{'a': 0.5, 'e': 0.30863748084864595}",25,9,27.0656364002227,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1176,False,"{'a': 0.5, 'e': 0.30832884336779726}",20,7,-27.77131102245344,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
1177,False,"{'a': 0.5, 'e': 0.30802051452442947}",30,16,12.015932241100913,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1178,False,"{'a': 0.5, 'e': 0.3077124940099051}",20,12,5.5093874198201425,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
1179,False,"{'a': 0.5, 'e': 0.3074047815158951}",25,0,-12.130632315014475,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
1180,False,"{'a': 0.5, 'e': 0.30709737673437926}",25,15,5.3246428232405085,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1181,False,"{'a': 0.5, 'e': 0.30679027935764486}",30,18,-16.6169008926832,"{0: 10, 1: 0, 2: 0, 3: 2, 4: 0}",1
1182,False,"{'a': 0.5, 'e': 0.3064834890782872}",20,2,-72.57140760088829,"{0: 13, 1: 1, 2: 1, 3: 2, 4: 1}",1
1183,False,"{'a': 0.5, 'e': 0.30617700558920896}",25,12,10.61651757318583,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1184,False,"{'a': 0.5, 'e': 0.30587082858361975}",20,3,4.9234247873028725,"{0: 15, 1: 1, 2: 0, 3: 1, 4: 0}",1
1185,False,"{'a': 0.5, 'e': 0.3055649577550361}",25,12,-42.91884913311099,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 1}",1
1186,False,"{'a': 0.5, 'e': 0.3052593927972811}",20,3,-1.1715597397229034,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
1187,False,"{'a': 0.5, 'e': 0.3049541334044838}",25,14,18.713898730581505,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1188,False,"{'a': 0.5, 'e': 0.3046491792710793}",25,9,-35.06529981859711,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 1}",1
1189,False,"{'a': 0.5, 'e': 0.30434453009180823}",20,0,-12.917937766781773,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
1190,False,"{'a': 0.5, 'e': 0.3040401855617164}",20,9,22.018333272021255,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1191,False,"{'a': 0.5, 'e': 0.30373614537615473}",35,14,-66.4384883978709,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 2}",1
1192,False,"{'a': 0.5, 'e': 0.3034324092307785}",30,16,-72.36142293437092,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 2}",1
1193,False,"{'a': 0.5, 'e': 0.30312897682154777}",20,13,1.80556909390826,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1194,False,"{'a': 0.5, 'e': 0.3028258478447262}",35,0,-45.81705432812281,"{0: 27, 1: 1, 2: 6, 3: 1, 4: 0}",0
1195,False,"{'a': 0.5, 'e': 0.30252302199688147}",20,2,10.018875471165565,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
1196,False,"{'a': 0.5, 'e': 0.3022204989748846}",20,12,16.875819835635575,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1197,False,"{'a': 0.5, 'e': 0.30191827847590974}",30,0,25.803310640278557,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",0
1198,False,"{'a': 0.5, 'e': 0.3016163601974338}",20,7,23.176837306278554,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1199,False,"{'a': 0.5, 'e': 0.3013147438372364}",20,8,14.671507946687516,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1200,False,"{'a': 0.5, 'e': 0.3010134290933992}",20,2,23.515022315190862,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1201,False,"{'a': 0.5, 'e': 0.30071241566430573}",20,13,-11.578892011977974,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
1202,False,"{'a': 0.5, 'e': 0.3004117032486414}",20,13,-57.44690943178725,"{0: 4, 1: 1, 2: 0, 3: 1, 4: 1}",1
1203,False,"{'a': 0.5, 'e': 0.3001112915453928}",30,10,-18.50800421422313,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",1
1204,False,"{'a': 0.5, 'e': 0.2998111802538474}",20,6,-51.0578212739667,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 1}",1
1205,False,"{'a': 0.5, 'e': 0.29951136907359355}",20,1,26.055530633686647,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1206,False,"{'a': 0.5, 'e': 0.29921185770451997}",20,8,20.40494444310946,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1207,False,"{'a': 0.5, 'e': 0.29891264584681543}",20,0,-26.10729205768465,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
1208,False,"{'a': 0.5, 'e': 0.2986137332009686}",25,0,-31.27902305736271,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
1209,False,"{'a': 0.5, 'e': 0.2983151194677677}",25,7,0.7521039548127049,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
1210,False,"{'a': 0.5, 'e': 0.2980168043482999}",30,13,-18.07641807129635,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
1211,False,"{'a': 0.5, 'e': 0.2977187875439516}",20,8,8.39409212916146,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1212,False,"{'a': 0.5, 'e': 0.2974210687564076}",20,1,-8.618404160068867,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 0}",1
1213,False,"{'a': 0.5, 'e': 0.2971236476876512}",25,0,-4.825727249467912,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
1214,False,"{'a': 0.5, 'e': 0.29682652403996357}",20,15,10.395188825306777,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1215,False,"{'a': 0.5, 'e': 0.2965296975159236}",20,11,3.451377989985776,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1216,False,"{'a': 0.5, 'e': 0.2962331678184077}",20,8,-19.371927132376843,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
1217,False,"{'a': 0.5, 'e': 0.2959369346505893}",20,15,10.728790732499979,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1218,False,"{'a': 0.5, 'e': 0.2956409977159387}",20,4,-6.845235282300897,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 0}",1
1219,False,"{'a': 0.5, 'e': 0.29534535671822276}",25,14,10.544326399751638,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1220,False,"{'a': 0.5, 'e': 0.29505001136150455}",20,15,11.304181873560152,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1221,False,"{'a': 0.5, 'e': 0.294754961350143}",30,21,18.217086402746915,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1222,False,"{'a': 0.5, 'e': 0.2944602063887929}",30,10,-33.634380837180586,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",1
1223,False,"{'a': 0.5, 'e': 0.2941657461824041}",25,0,20.611907351646277,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
1224,False,"{'a': 0.5, 'e': 0.2938715804362217}",25,13,21.794242851733024,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1225,False,"{'a': 0.5, 'e': 0.2935777088557855}",20,6,9.981867507554146,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1226,False,"{'a': 0.5, 'e': 0.2932841311469297}",20,0,-26.104410714805017,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
1227,False,"{'a': 0.5, 'e': 0.29299084701578276}",35,16,-42.69981972510831,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 0}",1
1228,False,"{'a': 0.5, 'e': 0.292697856168767}",20,12,3.849537019274674,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1229,False,"{'a': 0.5, 'e': 0.2924051583125982}",30,12,-6.94588817665541,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
1230,False,"{'a': 0.5, 'e': 0.2921127531542856}",25,17,12.783104482935109,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1231,False,"{'a': 0.5, 'e': 0.2918206404011313}",20,0,26.52702340281759,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
1232,False,"{'a': 0.5, 'e': 0.2915288197607302}",20,12,-12.67862154838073,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
1233,False,"{'a': 0.5, 'e': 0.29123729094096945}",30,18,-2.0295043592117046,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
1234,False,"{'a': 0.5, 'e': 0.29094605365002846}",25,0,16.943050052603887,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
1235,False,"{'a': 0.5, 'e': 0.29065510759637847}",25,14,4.511984791768324,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1236,False,"{'a': 0.5, 'e': 0.29036445248878207}",25,13,25.101914861255462,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1237,False,"{'a': 0.5, 'e': 0.2900740880362933}",20,2,27.257381158863772,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1238,False,"{'a': 0.5, 'e': 0.289784013948257}",20,0,-6.165077577538744,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
1239,False,"{'a': 0.5, 'e': 0.28949422993430873}",25,15,1.998576904629448,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1240,False,"{'a': 0.5, 'e': 0.28920473570437444}",30,1,14.029482645271043,"{0: 26, 1: 1, 2: 2, 3: 0, 4: 0}",1
1241,False,"{'a': 0.5, 'e': 0.28891553096867006}",30,12,18.192674973410007,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1242,False,"{'a': 0.5, 'e': 0.2886266154377014}",20,0,-19.583617936036887,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
1243,False,"{'a': 0.5, 'e': 0.2883379888222637}",25,11,12.215350625261038,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1244,False,"{'a': 0.5, 'e': 0.2880496508334414}",25,20,11.789023358820396,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1245,False,"{'a': 0.5, 'e': 0.28776160118260796}",20,6,-1.3518110678097792,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 0}",1
1246,False,"{'a': 0.5, 'e': 0.28747383958142536}",20,15,3.244832291598342,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
1247,False,"{'a': 0.5, 'e': 0.287186365741844}",20,13,-26.148415125612026,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
1248,False,"{'a': 0.5, 'e': 0.2868991793761021}",20,11,-59.118692142178155,"{0: 6, 1: 0, 2: 1, 3: 1, 4: 1}",1
1249,False,"{'a': 0.5, 'e': 0.286612280196726}",25,11,-22.273943561996806,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
1250,False,"{'a': 0.5, 'e': 0.2863256679165293}",35,15,28.045561061469385,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1251,False,"{'a': 0.5, 'e': 0.28603934224861277}",30,6,31.823956243242062,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 0}",1
1252,False,"{'a': 0.5, 'e': 0.28575330290636414}",25,13,11.034771897172973,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1253,False,"{'a': 0.5, 'e': 0.28546754960345777}",20,14,4.659017217553846,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
1254,False,"{'a': 0.5, 'e': 0.2851820820538543}",20,1,17.437552809009176,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
1255,False,"{'a': 0.5, 'e': 0.28489689997180045}",25,12,12.982003836183651,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
1256,False,"{'a': 0.5, 'e': 0.28461200307182866}",35,24,19.340070898973188,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1257,False,"{'a': 0.5, 'e': 0.2843273910687568}",25,16,-1.162193877751701,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
1258,False,"{'a': 0.5, 'e': 0.28404306367768806}",30,20,4.2089766338318935,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1259,False,"{'a': 0.5, 'e': 0.28375902061401037}",35,18,30.470818229192954,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1260,False,"{'a': 0.5, 'e': 0.28347526159339637}",25,18,-1.966113086553296,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1261,False,"{'a': 0.5, 'e': 0.283191786331803}",20,13,13.958900671055247,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1262,False,"{'a': 0.5, 'e': 0.2829085945454712}",25,0,-22.89849438587635,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 0}",0
1263,False,"{'a': 0.5, 'e': 0.2826256859509257}",20,10,8.171629470651187,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1264,False,"{'a': 0.5, 'e': 0.2823430602649748}",25,10,22.834277968973158,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1265,False,"{'a': 0.5, 'e': 0.2820607172047098}",25,16,1.3053405345586047,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
1266,False,"{'a': 0.5, 'e': 0.2817786564875051}",25,8,-25.24082093508426,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
1267,False,"{'a': 0.5, 'e': 0.28149687783101757}",25,14,6.757204889650025,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
1268,False,"{'a': 0.5, 'e': 0.28121538095318654}",20,1,5.026926087335326,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
1269,False,"{'a': 0.5, 'e': 0.2809341655722334}",20,10,-27.036268338165215,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
1270,False,"{'a': 0.5, 'e': 0.28065323140666115}",20,10,-35.89092453385507,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
1271,False,"{'a': 0.5, 'e': 0.28037257817525446}",20,7,13.255373676081394,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
1272,False,"{'a': 0.5, 'e': 0.2800922055970792}",25,12,-17.683361470184575,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
1273,False,"{'a': 0.5, 'e': 0.27981211339148215}",25,6,19.096962384353585,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
1274,False,"{'a': 0.5, 'e': 0.27953230127809064}",25,8,19.234069196658993,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1275,False,"{'a': 0.5, 'e': 0.27925276897681256}",30,0,10.156700748419505,"{0: 27, 1: 0, 2: 3, 3: 0, 4: 0}",0
1276,False,"{'a': 0.5, 'e': 0.2789735162078358}",20,10,-6.06347664424923,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
1277,False,"{'a': 0.5, 'e': 0.2786945426916279}",25,12,11.126859747781488,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1278,False,"{'a': 0.5, 'e': 0.2784158481489363}",30,3,-69.0100416732541,"{0: 18, 1: 3, 2: 5, 3: 0, 4: 1}",1
1279,False,"{'a': 0.5, 'e': 0.27813743230078736}",20,6,9.97650420738371,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
1280,False,"{'a': 0.5, 'e': 0.2778592948684866}",30,2,4.549565302236317,"{0: 24, 1: 1, 2: 3, 3: 0, 4: 0}",1
1281,False,"{'a': 0.5, 'e': 0.2775814355736181}",25,9,-28.0131526845814,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 1}",1
1282,False,"{'a': 0.5, 'e': 0.2773038541380445}",20,6,22.21290151464737,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1283,False,"{'a': 0.5, 'e': 0.27702655028390644}",25,11,11.005679410865547,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1284,False,"{'a': 0.5, 'e': 0.2767495237336225}",20,0,0.5760747425262804,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",1
