trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
368,False,"{'a': 0.5, 'e': 0.6919897588949442}",25,0,-116.56247125746565,"{0: 15, 1: 2, 2: 6, 3: 1, 4: 1}",0
369,False,"{'a': 0.5, 'e': 0.6912977691360492}",25,16,-34.724123078841764,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
370,False,"{'a': 0.5, 'e': 0.6906064713669132}",20,13,-29.507308883353126,"{0: 5, 1: 0, 2: 0, 3: 2, 4: 0}",1
371,False,"{'a': 0.5, 'e': 0.6899158648955463}",20,0,-33.98073037231978,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
372,False,"{'a': 0.5, 'e': 0.6892259490306508}",20,11,-12.198672851505492,"{0: 6, 1: 1, 2: 2, 3: 0, 4: 0}",1
373,False,"{'a': 0.5, 'e': 0.6885367230816202}",30,0,-39.61306377522176,"{0: 22, 1: 3, 2: 5, 3: 0, 4: 0}",0
374,False,"{'a': 0.5, 'e': 0.6878481863585385}",25,0,-107.1399282220981,"{0: 16, 1: 4, 2: 3, 3: 0, 4: 2}",0
375,False,"{'a': 0.5, 'e': 0.6871603381721799}",20,11,-42.969135073551904,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 1}",1
376,False,"{'a': 0.5, 'e': 0.6864731778340077}",20,0,-14.937242914197887,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
377,False,"{'a': 0.5, 'e': 0.6857867046561738}",25,1,-44.96519430274626,"{0: 21, 1: 0, 2: 1, 3: 1, 4: 1}",1
378,False,"{'a': 0.5, 'e': 0.6851009179515176}",30,0,-65.91476179844776,"{0: 22, 1: 3, 2: 4, 3: 0, 4: 1}",1
379,False,"{'a': 0.5, 'e': 0.6844158170335661}",25,0,-122.24058387173962,"{0: 14, 1: 2, 2: 7, 3: 1, 4: 1}",0
380,False,"{'a': 0.5, 'e': 0.6837314012165325}",20,0,-106.05445810655135,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
381,False,"{'a': 0.5, 'e': 0.683047669815316}",25,4,-49.882956952592586,"{0: 13, 1: 3, 2: 4, 3: 1, 4: 0}",1
382,False,"{'a': 0.5, 'e': 0.6823646221455006}",20,13,13.868797712597988,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
383,False,"{'a': 0.5, 'e': 0.6816822575233552}",20,0,-99.52891850194443,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 2}",0
384,False,"{'a': 0.5, 'e': 0.6810005752658318}",20,0,-23.297002602971325,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
385,False,"{'a': 0.5, 'e': 0.6803195746905659}",35,5,-165.40202744922468,"{0: 19, 1: 3, 2: 4, 3: 1, 4: 3}",1
386,False,"{'a': 0.5, 'e': 0.6796392551158754}",20,0,-128.99639094662797,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 3}",0
387,False,"{'a': 0.5, 'e': 0.6789596158607595}",20,0,-163.25003281703334,"{0: 10, 1: 2, 2: 5, 3: 0, 4: 3}",0
388,False,"{'a': 0.5, 'e': 0.6782806562448987}",20,0,-17.796235798795642,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
389,False,"{'a': 0.5, 'e': 0.6776023755886539}",20,14,2.2635077822665655,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.5, 'e': 0.6769247732130652}",25,10,-45.636518731486234,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 1}",1
391,False,"{'a': 0.5, 'e': 0.6762478484398522}",35,2,-41.38793202349824,"{0: 25, 1: 3, 2: 4, 3: 1, 4: 0}",1
392,False,"{'a': 0.5, 'e': 0.6755716005914123}",20,3,-68.80811804251675,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 2}",1
393,False,"{'a': 0.5, 'e': 0.6748960289908209}",30,0,-110.9695650510594,"{0: 21, 1: 1, 2: 4, 3: 3, 4: 1}",0
394,False,"{'a': 0.5, 'e': 0.6742211329618301}",25,16,-39.02940883072784,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
395,False,"{'a': 0.5, 'e': 0.6735469118288683}",20,0,-49.53115999076147,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
396,False,"{'a': 0.5, 'e': 0.6728733649170394}",20,0,-40.798248940060006,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
397,False,"{'a': 0.5, 'e': 0.6722004915521224}",30,0,-104.93122588510427,"{0: 21, 1: 3, 2: 4, 3: 0, 4: 2}",0
398,False,"{'a': 0.5, 'e': 0.6715282910605702}",35,17,-80.9424323693091,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 2}",1
399,False,"{'a': 0.5, 'e': 0.6708567627695097}",35,8,-102.2703868605438,"{0: 20, 1: 2, 2: 2, 3: 1, 4: 2}",1
400,False,"{'a': 0.5, 'e': 0.6701859060067401}",20,0,-22.330349095860672,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
401,False,"{'a': 0.5, 'e': 0.6695157201007333}",20,0,-66.62617258718554,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
402,False,"{'a': 0.5, 'e': 0.6688462043806327}",20,6,-7.082381661334132,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
403,False,"{'a': 0.5, 'e': 0.668177358176252}",30,0,-140.1497621139627,"{0: 22, 1: 2, 2: 2, 3: 1, 4: 3}",0
404,False,"{'a': 0.5, 'e': 0.6675091808180758}",30,0,-52.970540785261086,"{0: 23, 1: 1, 2: 4, 3: 2, 4: 0}",0
405,False,"{'a': 0.5, 'e': 0.6668416716372577}",20,0,-134.098019402813,"{0: 11, 1: 0, 2: 7, 3: 0, 4: 2}",0
406,False,"{'a': 0.5, 'e': 0.6661748299656204}",20,0,-44.84052843992983,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
407,False,"{'a': 0.5, 'e': 0.6655086551356548}",30,0,-104.13262156222038,"{0: 20, 1: 5, 2: 3, 3: 0, 4: 2}",0
408,False,"{'a': 0.5, 'e': 0.6648431464805191}",20,0,-14.801045075269345,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
409,False,"{'a': 0.5, 'e': 0.6641783033340386}",20,0,-72.81986055230088,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
410,False,"{'a': 0.5, 'e': 0.6635141250307046}",20,3,16.596624274164306,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 0}",1
411,False,"{'a': 0.5, 'e': 0.6628506109056739}",25,8,-37.02949017431502,"{0: 12, 1: 2, 2: 1, 3: 2, 4: 0}",1
412,False,"{'a': 0.5, 'e': 0.6621877602947682}",20,2,-2.8633499811829326,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
413,False,"{'a': 0.5, 'e': 0.6615255725344734}",30,11,-28.73530086669254,"{0: 15, 1: 1, 2: 1, 3: 2, 4: 0}",1
414,False,"{'a': 0.5, 'e': 0.660864046961939}",20,2,-30.914215352651492,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
415,False,"{'a': 0.5, 'e': 0.660203182914977}",20,0,-49.79430092681411,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
416,False,"{'a': 0.5, 'e': 0.659542979732062}",20,1,-14.53066418743062,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 0}",1
417,False,"{'a': 0.5, 'e': 0.65888343675233}",20,0,-86.78416952017227,"{0: 11, 1: 4, 2: 4, 3: 0, 4: 1}",0
418,False,"{'a': 0.5, 'e': 0.6582245533155777}",30,10,-91.9124059915143,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",1
419,False,"{'a': 0.5, 'e': 0.6575663287622621}",20,5,9.879427644449338,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
420,False,"{'a': 0.5, 'e': 0.6569087624334998}",30,15,-83.03616291436349,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 2}",1
421,False,"{'a': 0.5, 'e': 0.6562518536710663}",30,16,-30.45360050828253,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
422,False,"{'a': 0.5, 'e': 0.6555956018173953}",25,0,-35.4677848194819,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",1
423,False,"{'a': 0.5, 'e': 0.6549400062155779}",25,0,-66.94365092118056,"{0: 16, 1: 2, 2: 6, 3: 1, 4: 0}",0
424,False,"{'a': 0.5, 'e': 0.6542850662093623}",20,14,10.928377684715159,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.5, 'e': 0.6536307811431529}",20,0,-39.7438370952986,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
426,False,"{'a': 0.5, 'e': 0.6529771503620098}",20,0,-38.38192695295781,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
427,False,"{'a': 0.5, 'e': 0.6523241732116477}",30,13,-6.719705258393529,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
428,False,"{'a': 0.5, 'e': 0.6516718490384361}",20,0,-87.33704332509332,"{0: 14, 1: 0, 2: 3, 3: 2, 4: 1}",0
429,False,"{'a': 0.5, 'e': 0.6510201771893976}",30,0,-153.68459359293152,"{0: 21, 1: 2, 2: 3, 3: 1, 4: 3}",0
430,False,"{'a': 0.5, 'e': 0.6503691570122083}",25,10,-20.53468981245971,"{0: 10, 1: 2, 2: 3, 3: 0, 4: 0}",1
431,False,"{'a': 0.5, 'e': 0.6497187878551961}",20,3,-33.56110319858149,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 1}",1
432,False,"{'a': 0.5, 'e': 0.6490690690673409}",20,6,-89.81984810836278,"{0: 7, 1: 2, 2: 3, 3: 1, 4: 1}",1
433,False,"{'a': 0.5, 'e': 0.6484199999982735}",20,0,-11.630354058484844,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
434,False,"{'a': 0.5, 'e': 0.6477715799982753}",25,0,-67.96096785975116,"{0: 19, 1: 3, 2: 0, 3: 2, 4: 1}",0
435,False,"{'a': 0.5, 'e': 0.647123808418277}",35,25,2.0390571015245116,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
436,False,"{'a': 0.5, 'e': 0.6464766846098587}",20,10,7.079261174157748,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
437,False,"{'a': 0.5, 'e': 0.6458302079252488}",30,1,-63.04069390563719,"{0: 22, 1: 2, 2: 3, 3: 1, 4: 1}",1
438,False,"{'a': 0.5, 'e': 0.6451843777173236}",25,16,-4.092164776501736,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
439,False,"{'a': 0.5, 'e': 0.6445391933396063}",20,0,-90.50739406861867,"{0: 13, 1: 2, 2: 2, 3: 2, 4: 1}",0
440,False,"{'a': 0.5, 'e': 0.6438946541462667}",20,9,0.22377312859036635,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
441,False,"{'a': 0.5, 'e': 0.6432507594921204}",20,0,-98.4150334957156,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
442,False,"{'a': 0.5, 'e': 0.6426075087326283}",20,0,-75.77149706199774,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
443,False,"{'a': 0.5, 'e': 0.6419649012238956}",30,17,12.387543361308058,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
444,False,"{'a': 0.5, 'e': 0.6413229363226717}",35,14,-22.91254129607739,"{0: 17, 1: 1, 2: 1, 3: 2, 4: 0}",1
445,False,"{'a': 0.5, 'e': 0.6406816133863491}",20,0,-71.50033611049776,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
446,False,"{'a': 0.5, 'e': 0.6400409317729627}",20,0,-45.086816165212504,"{0: 15, 1: 0, 2: 3, 3: 2, 4: 0}",0
447,False,"{'a': 0.5, 'e': 0.6394008908411898}",20,11,-12.392588010761953,"{0: 6, 1: 1, 2: 2, 3: 0, 4: 0}",1
448,False,"{'a': 0.5, 'e': 0.6387614899503485}",25,0,-109.05125268283527,"{0: 19, 1: 0, 2: 3, 3: 1, 4: 2}",0
449,False,"{'a': 0.5, 'e': 0.6381227284603982}",20,0,11.918261037112442,"{0: 17, 1: 3, 2: 0, 3: 0, 4: 0}",0
450,False,"{'a': 0.5, 'e': 0.6374846057319378}",20,0,-56.69111138570615,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
451,False,"{'a': 0.5, 'e': 0.6368471211262059}",25,1,-52.67446488617971,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 1}",1
452,False,"{'a': 0.5, 'e': 0.6362102740050797}",20,0,-23.823785565343517,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
453,False,"{'a': 0.5, 'e': 0.6355740637310746}",25,1,-2.8901679261924795,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 0}",1
454,False,"{'a': 0.5, 'e': 0.6349384896673436}",25,1,-131.641251857739,"{0: 14, 1: 3, 2: 4, 3: 1, 4: 2}",1
455,False,"{'a': 0.5, 'e': 0.6343035511776762}",35,0,-163.2775783373274,"{0: 24, 1: 2, 2: 5, 3: 1, 4: 3}",0
456,False,"{'a': 0.5, 'e': 0.6336692476264985}",20,0,-48.201588926575006,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
457,False,"{'a': 0.5, 'e': 0.633035578378872}",20,10,-48.77240287461991,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 1}",1
458,False,"{'a': 0.5, 'e': 0.6324025428004931}",25,9,-70.3034753681541,"{0: 10, 1: 1, 2: 4, 3: 0, 4: 1}",1
459,False,"{'a': 0.5, 'e': 0.6317701402576926}",20,0,-80.9711062488857,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
460,False,"{'a': 0.5, 'e': 0.6311383701174349}",20,16,8.059941573888882,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.5, 'e': 0.6305072317473175}",20,0,-83.06638496958776,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
462,False,"{'a': 0.5, 'e': 0.6298767245155702}",35,12,-75.24483993296784,"{0: 16, 1: 2, 2: 3, 3: 1, 4: 1}",1
463,False,"{'a': 0.5, 'e': 0.6292468477910546}",25,0,-41.40256601578204,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
464,False,"{'a': 0.5, 'e': 0.6286176009432636}",20,16,8.59171726246118,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
465,False,"{'a': 0.5, 'e': 0.6279889833423203}",20,0,-25.23640428259005,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
466,False,"{'a': 0.5, 'e': 0.627360994358978}",20,1,-75.9376437665059,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 2}",1
467,False,"{'a': 0.5, 'e': 0.626733633364619}",20,12,-29.73857263244071,"{0: 5, 1: 0, 2: 2, 3: 1, 4: 0}",1
468,False,"{'a': 0.5, 'e': 0.6261068997312543}",20,0,-103.96481054132445,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 2}",0
469,False,"{'a': 0.5, 'e': 0.6254807928315231}",25,0,-53.68935858599106,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",1
470,False,"{'a': 0.5, 'e': 0.6248553120386916}",20,16,4.720119469471198,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
471,False,"{'a': 0.5, 'e': 0.6242304567266529}",20,0,-93.02148110486517,"{0: 13, 1: 2, 2: 2, 3: 2, 4: 1}",0
472,False,"{'a': 0.5, 'e': 0.6236062262699262}",20,8,-59.84096328622935,"{0: 5, 1: 1, 2: 6, 3: 0, 4: 0}",1
473,False,"{'a': 0.5, 'e': 0.6229826200436563}",25,0,-101.14268416526755,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
474,False,"{'a': 0.5, 'e': 0.6223596374236127}",30,0,-93.51344711584989,"{0: 22, 1: 0, 2: 6, 3: 1, 4: 1}",0
475,False,"{'a': 0.5, 'e': 0.621737277786189}",35,18,-4.9054041089328155,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
476,False,"{'a': 0.5, 'e': 0.6211155405084029}",20,7,-61.01061043754472,"{0: 7, 1: 0, 2: 5, 3: 1, 4: 0}",1
477,False,"{'a': 0.5, 'e': 0.6204944249678944}",30,0,-117.27702702284738,"{0: 22, 1: 0, 2: 6, 3: 0, 4: 2}",0
478,False,"{'a': 0.5, 'e': 0.6198739305429266}",20,0,-95.20045373775875,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
479,False,"{'a': 0.5, 'e': 0.6192540566123836}",30,0,-44.9598582426361,"{0: 25, 1: 1, 2: 3, 3: 0, 4: 1}",0
480,False,"{'a': 0.5, 'e': 0.6186348025557713}",20,0,-33.658052087396335,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
481,False,"{'a': 0.5, 'e': 0.6180161677532154}",20,10,-10.91437049218982,"{0: 6, 1: 3, 2: 1, 3: 0, 4: 0}",1
482,False,"{'a': 0.5, 'e': 0.6173981515854623}",20,14,-1.5520395343722946,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
483,False,"{'a': 0.5, 'e': 0.6167807534338768}",20,0,0.34694437930952593,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
484,False,"{'a': 0.5, 'e': 0.616163972680443}",20,0,-25.861843881337354,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
485,False,"{'a': 0.5, 'e': 0.6155478087077625}",20,3,-62.83061873526939,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 1}",1
486,False,"{'a': 0.5, 'e': 0.6149322608990547}",20,6,-59.72997134019822,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 1}",1
487,False,"{'a': 0.5, 'e': 0.6143173286381557}",20,3,-16.353866632098974,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 0}",1
488,False,"{'a': 0.5, 'e': 0.6137030113095175}",20,12,1.3274145503424917,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
489,False,"{'a': 0.5, 'e': 0.613089308298208}",25,11,-78.09585680828546,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 2}",1
490,False,"{'a': 0.5, 'e': 0.6124762189899098}",25,5,-129.03992275231576,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 3}",1
491,False,"{'a': 0.5, 'e': 0.6118637427709198}",25,0,-89.19106271110832,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
492,False,"{'a': 0.5, 'e': 0.6112518790281489}",20,4,-20.88844814752617,"{0: 10, 1: 5, 2: 1, 3: 0, 4: 0}",1
493,False,"{'a': 0.5, 'e': 0.6106406271491208}",30,7,-2.9686556294352973,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 0}",1
494,False,"{'a': 0.5, 'e': 0.6100299865219717}",20,12,11.131408542937335,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.5, 'e': 0.6094199565354497}",25,0,-40.184934690198205,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 0}",0
496,False,"{'a': 0.5, 'e': 0.6088105365789143}",20,0,-84.08285034286601,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
497,False,"{'a': 0.5, 'e': 0.6082017260423354}",20,0,-71.49934234844137,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
498,False,"{'a': 0.5, 'e': 0.607593524316293}",20,0,-20.030030254694324,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
499,False,"{'a': 0.5, 'e': 0.6069859307919767}",20,0,-19.151644028114916,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
500,False,"{'a': 0.5, 'e': 0.6063789448611847}",20,0,-46.34478750344013,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
501,False,"{'a': 0.5, 'e': 0.6057725659163236}",20,0,-33.61350501529958,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
502,False,"{'a': 0.5, 'e': 0.6051667933504072}",20,6,-42.55662591730344,"{0: 8, 1: 0, 2: 6, 3: 0, 4: 0}",1
503,False,"{'a': 0.5, 'e': 0.6045616265570568}",30,16,-15.419479661061933,"{0: 10, 1: 2, 2: 2, 3: 0, 4: 0}",1
504,False,"{'a': 0.5, 'e': 0.6039570649304997}",20,9,-9.297355814003948,"{0: 9, 1: 1, 2: 0, 3: 1, 4: 0}",1
505,False,"{'a': 0.5, 'e': 0.6033531078655693}",25,0,-72.5649965282401,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
506,False,"{'a': 0.5, 'e': 0.6027497547577036}",30,7,-14.994224011573602,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 0}",1
507,False,"{'a': 0.5, 'e': 0.6021470050029459}",20,0,-61.21186051320364,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
508,False,"{'a': 0.5, 'e': 0.601544857997943}",25,5,-20.97211935103554,"{0: 13, 1: 5, 2: 2, 3: 0, 4: 0}",1
509,False,"{'a': 0.5, 'e': 0.6009433131399451}",20,0,-65.42642005710144,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
510,False,"{'a': 0.5, 'e': 0.6003423698268051}",20,11,-63.01536922408208,"{0: 5, 1: 0, 2: 3, 3: 0, 4: 1}",1
511,False,"{'a': 0.5, 'e': 0.5997420274569784}",25,0,-18.739342262757802,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 0}",0
512,False,"{'a': 0.5, 'e': 0.5991422854295214}",20,10,14.470529611450381,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
513,False,"{'a': 0.5, 'e': 0.5985431431440918}",20,14,10.778290709695515,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
514,False,"{'a': 0.5, 'e': 0.5979446000009477}",20,0,-54.67011401186058,"{0: 12, 1: 1, 2: 7, 3: 0, 4: 0}",0
515,False,"{'a': 0.5, 'e': 0.5973466554009468}",25,10,10.831161355506854,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
516,False,"{'a': 0.5, 'e': 0.5967493087455459}",25,0,-61.56823703567967,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
517,False,"{'a': 0.5, 'e': 0.5961525594368003}",20,9,6.550050499147102,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
518,False,"{'a': 0.5, 'e': 0.5955564068773636}",30,0,-76.28801230827133,"{0: 21, 1: 5, 2: 2, 3: 1, 4: 1}",0
519,False,"{'a': 0.5, 'e': 0.5949608504704862}",25,8,12.950522426699312,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
520,False,"{'a': 0.5, 'e': 0.5943658896200157}",20,0,-31.787570301960397,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
521,False,"{'a': 0.5, 'e': 0.5937715237303957}",25,2,-50.71512567850118,"{0: 14, 1: 3, 2: 6, 3: 0, 4: 0}",1
522,False,"{'a': 0.5, 'e': 0.5931777522066652}",35,8,-54.35155553067614,"{0: 21, 1: 1, 2: 4, 3: 0, 4: 1}",1
523,False,"{'a': 0.5, 'e': 0.5925845744544586}",20,0,-42.485144148088175,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
524,False,"{'a': 0.5, 'e': 0.5919919898800041}",20,0,-22.79985114236802,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
525,False,"{'a': 0.5, 'e': 0.5913999978901241}",20,2,-6.6184670771450005,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 0}",1
526,False,"{'a': 0.5, 'e': 0.5908085978922339}",20,11,3.8888728383640876,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
527,False,"{'a': 0.5, 'e': 0.5902177892943418}",25,3,-22.710934048883026,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 1}",1
528,False,"{'a': 0.5, 'e': 0.5896275715050474}",20,0,-71.76245503722907,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
529,False,"{'a': 0.5, 'e': 0.5890379439335424}",20,6,-59.17478648198942,"{0: 10, 1: 0, 2: 2, 3: 1, 4: 1}",1
530,False,"{'a': 0.5, 'e': 0.5884489059896089}",20,10,12.835582670154263,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
531,False,"{'a': 0.5, 'e': 0.5878604570836192}",30,0,-47.173177115232804,"{0: 26, 1: 0, 2: 2, 3: 1, 4: 1}",0
532,False,"{'a': 0.5, 'e': 0.5872725966265356}",25,17,-16.689273728158017,"{0: 6, 1: 1, 2: 0, 3: 1, 4: 0}",1
533,False,"{'a': 0.5, 'e': 0.586685324029909}",25,16,-30.867273009575893,"{0: 5, 1: 1, 2: 2, 3: 1, 4: 0}",1
534,False,"{'a': 0.5, 'e': 0.5860986387058792}",30,6,-118.36824442537828,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 3}",1
535,False,"{'a': 0.5, 'e': 0.5855125400671732}",35,17,-85.88260234404906,"{0: 12, 1: 0, 2: 3, 3: 2, 4: 1}",1
536,False,"{'a': 0.5, 'e': 0.5849270275271061}",20,0,-9.691872922523629,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
537,False,"{'a': 0.5, 'e': 0.584342100499579}",35,0,-105.2574203521006,"{0: 27, 1: 1, 2: 4, 3: 1, 4: 2}",0
538,False,"{'a': 0.5, 'e': 0.5837577583990794}",25,0,-83.13721203681563,"{0: 19, 1: 1, 2: 2, 3: 2, 4: 1}",0
539,False,"{'a': 0.5, 'e': 0.5831740006406804}",20,14,-1.4448122483268353,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
540,False,"{'a': 0.5, 'e': 0.5825908266400397}",20,13,-7.082524984754733,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
541,False,"{'a': 0.5, 'e': 0.5820082358133996}",20,14,11.628351554805763,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
542,False,"{'a': 0.5, 'e': 0.5814262275775862}",25,6,-24.95897073571586,"{0: 14, 1: 3, 2: 1, 3: 1, 4: 0}",1
543,False,"{'a': 0.5, 'e': 0.5808448013500086}",25,0,-101.4509263415072,"{0: 19, 1: 0, 2: 3, 3: 1, 4: 2}",0
544,False,"{'a': 0.5, 'e': 0.5802639565486586}",25,8,-22.930608836552498,"{0: 14, 1: 0, 2: 1, 3: 2, 4: 0}",1
545,False,"{'a': 0.5, 'e': 0.57968369259211}",30,0,-53.46823975757281,"{0: 23, 1: 3, 2: 3, 3: 0, 4: 1}",0
546,False,"{'a': 0.5, 'e': 0.5791040088995179}",30,1,-65.96594214584292,"{0: 22, 1: 1, 2: 4, 3: 1, 4: 1}",1
547,False,"{'a': 0.5, 'e': 0.5785249048906184}",20,0,-100.49476763241178,"{0: 13, 1: 0, 2: 4, 3: 2, 4: 1}",0
548,False,"{'a': 0.5, 'e': 0.5779463799857277}",35,8,-115.82720464996767,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 2}",1
549,False,"{'a': 0.5, 'e': 0.577368433605742}",20,9,-88.86423692398387,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 2}",1
550,False,"{'a': 0.5, 'e': 0.5767910651721362}",20,0,-36.77973701435194,"{0: 15, 1: 4, 2: 0, 3: 0, 4: 1}",0
551,False,"{'a': 0.5, 'e': 0.5762142741069641}",35,0,-224.34335761633199,"{0: 24, 1: 1, 2: 3, 3: 3, 4: 4}",0
